@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute Fire {0.0, 1.0}
@attribute SensorTemp1 real
@attribute SensorTemp2 real
@attribute SensorSmoke real


@data

0,0,?,22.02403222296637,19.059129489666446,0.4008555450162137
0,1,?,21.464218229548464,23.200465903776145,-0.05733312435039751
0,2,?,21.789878046605526,21.53137285042317,0.13377220388377653
0,3,?,21.724293860300588,20.713780431187082,-0.06897468911358974
0,4,?,21.40590871327077,20.93504577318335,-0.12254728192136922
0,5,?,20.947519137081358,18.96050745399995,-0.1278951680943247
0,6,?,21.09565448122875,22.630599056866668,0.456253636814747
0,7,?,32.85054537833932,30.95686249743374,5.480966777305519
0,8,?,32.461756832348403,32.702467168525164,5.488357218657629
0,9,?,27.99351167254925,31.218924049601856,6.5553389557439994
