@relation dataset

@attribute Fire {0.0, 1.0}
@attribute SensorTemp1 real
@attribute SensorTemp2 real
@attribute SensorSmoke real


@data

0.0,20.14165503033876,22.142426496722322,-0.8545486149541056
0.0,18.85561380059772,20.56462114312364,0.5298452477502709
0.0,17.445654055600656,17.451600580169192,0.01145239886984982
0.0,18.946835402369512,18.843102318930026,-0.11534469926595778
0.0,18.31653947897276,18.324869543029198,-0.0013597249641376197
0.0,14.561100381418369,15.34009760780207,0.34349290822649803
0.0,16.249570105600693,19.12653209745515,0.07281453197611665
0.0,14.623805376940233,15.319749110318135,0.22515363248529474
0.0,20.570171939410642,21.835011079487813,3.4876540538420797
0.0,19.263455177578845,16.243980869376127,6.366944376199939
0.0,21.84077918613582,19.182251042035883,-0.05740383243600024
0.0,16.015648021351822,17.134448867404597,0.24174375042324214
0.0,19.543312709974494,18.37089018034938,0.09360583726068335
0.0,20.577345776449143,21.42673822147637,-0.06447947736790813
0.0,15.347408789702172,17.327468944051073,0.12298928404381415
0.0,17.171787185213244,17.273057924309757,-0.2737889293787159
0.0,20.896331336027163,19.99732538902714,-0.06606364869078322
0.0,17.003371491472286,17.942423169905446,-0.01721527114322392
0.0,21.075284329424772,18.31825904840791,0.133827671206359
0.0,20.920552119044398,21.7069416883832,-0.558173688941911
0.0,18.644655070146726,19.533610933676716,0.4360332526778339
0.0,22.030146797728985,23.279839748355467,-0.021388162876699812
0.0,19.095123818546348,19.72465653545705,-0.027820653925658023
0.0,17.76636041281654,18.64935948884878,0.02746009170784785
0.0,18.445095558525296,18.397667590089522,0.5845798242126639
0.0,19.84030782027425,19.167073029852975,0.02263915184383674
0.0,21.7306944450352,19.873999737371246,-0.12236232517996373
0.0,18.2116421602637,17.327073748178535,-0.31399689389674384
0.0,20.550215680116953,17.53663881103567,-0.10400407404019316
0.0,19.50412400410183,19.083958293618245,-0.17591671464622377
0.0,16.601629028205313,17.199934581212265,-0.16941952489959078
0.0,20.999638444140345,20.10453203565355,5.386809239850788
0.0,20.351259107437887,20.67557479928605,0.17426673894024133
0.0,20.631154128511984,21.534694686669535,0.08554131235893422
0.0,18.147751936377123,18.282740166416144,2.4134956089827053
0.0,20.492830509831762,21.716167681080094,-0.05487132622698377
0.0,16.721289568265426,18.383323266357603,-0.21141647153560109
0.0,20.325697218506157,20.09300832544192,0.0026171805938584734
0.0,19.12548752928225,22.00226337508937,0.2664018511815986
0.0,18.488519192899336,17.8239890835811,-0.2077186611426533
0.0,22.76246136091625,24.258996209480568,4.076185234381931
0.0,18.54354972588419,19.158755444637315,0.03299172530866026
0.0,16.867211360268676,16.16840195814905,-0.13063362045192245
0.0,16.85052378103847,16.470692457553845,-0.2772626579702022
0.0,17.066214431426953,18.076122255821872,0.5199750938823944
0.0,18.621282137852056,18.742480413376764,-0.3309613774571391
0.0,18.897740833436867,17.1400104590305,-0.2968191352539013
0.0,20.559140637313778,20.67182130792038,-0.16498140083736818
0.0,16.447811781763015,17.184070537091277,0.3161031766937267
0.0,20.467434109492142,20.722397009051267,-0.39571876547005846
0.0,18.403290234282597,21.355104527509134,0.005817266428502891
0.0,14.992149488752654,18.471096271523542,0.1276803470949502
0.0,18.558790011197665,19.650705303751447,-0.39831944114902
0.0,15.139206022029304,16.04180813769407,0.5811574570296633
0.0,18.1148076435148,14.307479059003139,0.04744546319917641
0.0,17.151793511666135,13.567559900382799,0.016222297378583727
0.0,17.186633120363755,19.807027038987922,0.05434410732802908
0.0,19.34433694484128,17.991754532915884,0.2630486713106258
0.0,18.63444604837991,20.30558558278321,0.1890534616807423
0.0,19.719328515323028,20.272535101916247,-0.3143822370542646
0.0,18.995359002971334,20.449311265285626,0.4961093065041944
0.0,20.925731841518523,19.416886898126464,-0.22672784554731149
0.0,20.26331301672531,17.392880849371657,-0.09649203561954256
0.0,20.279859096638827,21.342076186447294,-0.14806525922412508
0.0,19.211102522727167,20.52747643172549,-0.2556477902347361
0.0,19.75468889144288,18.146060616039694,0.3008539212605495
0.0,21.044026095062993,21.269208403581125,-0.41521511437710346
0.0,19.43172257225084,20.987259729647086,0.2507736912256501
0.0,20.91956904589795,18.918038301358926,0.04953581042034288
0.0,18.75943923868458,15.54773631043951,0.3658667646160867
0.0,21.80364056191484,20.511687594613218,-0.16765481683978256
0.0,17.039905611777705,16.853629310469746,0.3654611999297659
0.0,18.685652480770262,19.006613826127406,0.020796028139229195
0.0,22.123882079437543,19.795680346437315,-0.1268791307848109
0.0,18.523851414731382,17.90935289977097,-0.47873365838499304
0.0,15.23042981186898,15.461713061189815,0.5453152863453041
0.0,19.015319936317074,17.562292537617516,-0.2908735223087135
0.0,20.483549936196933,24.700700798601105,-0.819366788213006
0.0,17.57465483369117,16.218501026478574,0.01108906834700352
0.0,18.077306008755617,19.10071263405008,-0.3879218327622196
0.0,19.954191507169405,19.46500464838942,0.37559017406776174
0.0,15.321843613159658,15.31936097681652,-0.3609583204259067
0.0,19.598942806600984,16.745109227913346,-0.2662475059956128
0.0,18.417595666547097,18.111529479774955,0.47849603551189884
0.0,18.952311361604224,21.748580090845106,-0.05884026873461206
0.0,19.777852488431947,18.98796257183476,6.103272550457794
0.0,19.453239533393713,18.074963498058764,-0.5119862753341675
0.0,21.17833416428331,21.13224236949189,0.07148708350763275
0.0,22.22032372649016,20.835788871959597,0.06445834474510675
0.0,20.111254548342156,20.1107687011015,-0.03563314978521361
0.0,17.44220832280966,16.87496809346838,-0.10488421009192914
0.0,23.376787149466384,24.91543707669043,3.67961415359385
0.0,14.920534468577152,15.529844893275511,-0.07220494646439182
0.0,18.66656664417205,18.59440428010794,-0.1096895970787185
0.0,17.84384983592127,17.531118185702134,-0.2667674720414084
0.0,19.347440196687817,19.495121034224848,0.3491584991422319
0.0,18.47174084756156,16.911343301676126,-0.03166444416166385
0.0,18.494551155157083,17.105634197654695,0.010189211230485943
0.0,21.549462676258077,20.474842023521706,0.17183296833274156
0.0,18.521755820268076,19.879947204748696,0.18774137008250433
0.0,16.204734419275354,15.32297614007716,-0.20502792560961894
0.0,20.647539039970184,23.95203509730397,0.5608678794877094
0.0,19.895049961254152,22.794737461285347,0.17986927357953883
0.0,21.473874617679755,21.862901297814773,6.424016179910839
0.0,18.63043745255957,20.93052722657495,-0.5711552882646086
0.0,18.928804435746354,19.711497463220255,0.6149073665520608
0.0,17.976763318339195,18.746688606190634,0.3229871253527776
0.0,18.292239531244295,19.341486566590152,-0.06589472583496311
0.0,22.423061628431622,21.500011651543005,0.02258571515135882
0.0,18.436550447662004,20.177105093950228,-0.32427697920754933
0.0,18.36993784705478,19.48164231268111,0.37329021727675954
0.0,19.942113086513263,18.177734705684184,0.5503129038504868
0.0,16.29483909897624,16.72191181384757,-0.11167810345825627
0.0,17.220178598857288,15.63638063467594,0.23068447489785696
0.0,20.50568409247506,18.901747212674355,0.0410408289744471
0.0,16.101297302121846,18.287985373940487,6.235168312030185
0.0,20.823201543081318,19.024195712350124,0.1195283092715937
0.0,19.079579366924214,21.392868441137363,0.08294261426619011
0.0,20.11722669153507,19.433075935577214,-0.1159255151644373
0.0,17.01438616697647,19.22970339470002,-0.8606767280601443
0.0,18.863053997681853,19.038405613787937,-0.22764869769022664
0.0,17.002025743392455,18.30093160865673,0.08014136486590948
0.0,18.15279680171206,18.88212831100591,-0.44442677585114937
0.0,18.407120052486793,16.517999226177167,-0.16576713699223267
0.0,22.08194278172657,21.421384368686088,7.65334346191325
0.0,17.49159040328998,17.771118707800937,-2.915455358096971E-4
0.0,19.572113415019068,20.417097108513218,0.14125958920351472
0.0,19.07542729222787,20.15678963899396,0.16273882162846887
0.0,20.211354262402196,19.52835038684466,-0.5904184479159976
0.0,16.553587495556535,19.187277707875502,-0.17984798100579716
0.0,17.59310677101898,15.499921945552352,-0.2285952676038248
